timestamp Sensor_01 Sensor_02 Sensor_03 Cluster_03
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.2000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.3000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.4000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.5000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.6000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.7000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.8000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
0.9000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.0000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.1000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.2000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.3000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.4000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.5000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.6000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.7000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.8000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
1.9000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.0000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.1000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.2000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.3000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.4000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.5000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.6000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.7000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.8000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
2.9000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.0000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.1000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.2000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.3000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.4000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.5000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.6000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.7000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.8000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
3.9000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.0000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.1000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.2000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.3000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.4000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.5000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.6000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.7000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.8000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
4.9000000000 100.0000000000 0.0000000000 0.0000000000 100.0000000000
